year,problem,paper,evidence_type,section,category,page,line,confidence,model_chain,writing_feature,source_text,snippet,original_position
2024,B,B159,section_heading,灵敏度分析,灵敏度分析,1,24,0.922184,未检出,连接词=首先:1、进一步:6、说明:4、验证:1、为了:2、因此:2；页行中位数=39；段落候选中位数=6；图表候选=9；公式行候选=208；标题候选=142,决策路径和相应最优利润期望为54.2元。经过灵敏度检验，先验分布超参数的选取对利润,分布，推导出次品率服从的后验分布。完成问题二，计算出在次品率服从的分布下利润的期 / 望，重新进行决策。完成问题三，修改固定的次品率为分布密度后，重新运行程序获得最优 / 决策路径和相应最优利润期望为54.2元。经过灵敏度检验，先验分布超参数的选取对利润 / 期望的影响较小。 / 关键词：假设检验状态-决策模型动态规划算法贝叶斯估计共轭先验分布,2024/B159.pdf#page=1:line=24
2024,B,B159,section_heading,模型评价,模型评价,22,20,0.93231,未检出,连接词=首先:1、进一步:6、说明:4、验证:1、为了:2、因此:2；页行中位数=39；段落候选中位数=6；图表候选=9；公式行候选=208；标题候选=142,十 、 模 型 评价,综合 上 文 ， 不 难 从 图 像 中 看 出 ， 超 参数 的 选取 对 收益 期 望 的 影响 不 大 ， 故 虽 使 用 贝 叶 斯 / 估计 ， 但 受 主观 因素 影响 较 小 。 / 十 、 模 型 评价 / 问题 一 模型 评价 / 优点 : 综合 考虑 了 假设 检验 效果 与 检测 花费 ， 得 到 的 最 佳 样本 量 较为 合理 。,2024/B159.pdf#page=22:line=20
2024,B,B159,section_heading,参考文献,参考文献,23,12,0.930135,未检出,连接词=首先:1、进一步:6、说明:4、验证:1、为了:2、因此:2；页行中位数=39；段落候选中位数=6；图表候选=9；公式行候选=208；标题候选=142,十 一 、 参 考 文献,"计算 负担 加 重 ， 尤 其 在 大 规模 生产 中 , 计算 复杂 性 凸显 。 如 何 对 现 有 算法 进行 改进 是 未 来 方 / 向 之 一 。 / 十 一 、 参 考 文献 / (1) 陈 希 巴 . 倪 国 时 .数理 统计 学 教程 [IM]. 中 国 科学 技术 大 学 出 版 社 .2009. / (2) 陈 荣军 ., 刘 永 财 ,黄河 ,等 -单机 供应 链 排序 问题 动态 规划 算法 D/OU .运筹 学 学 报 ( 中 英",2024/B159.pdf#page=23:line=12
2024,B,B159,section_heading,附录,附录,24,1,0.967215,未检出,连接词=首先:1、进一步:6、说明:4、验证:1、为了:2、因此:2；页行中位数=39；段落候选中位数=6；图表候选=9；公式行候选=208；标题候选=142,附录,附录 / Mi 支撑 文件 目录 / 支撑 文件 名 称 文件 内 容,2024/B159.pdf#page=24:line=1
2024,B,B195,paper_overview,,论文总览,1,1,0.891884,模拟退火@p1 -> 多目标@p3 -> ODE@p22 -> RNN@p32 -> VAR@p70,连接词=首先:7、进一步:2、由此:4、表明:4、说明:1、为了:1、从而:3、因此:1；页行中位数=51.0；段落候选中位数=3.0；图表候选=9；公式行候选=1130；标题候选=66,基于多阶段模拟仿真的生产决策问题,基于多阶段模拟仿真的生产决策问题 / 摘要 / 企业生产过程中需要考虑次品抽样、生产流程质量控制中的决策等间题。这些是关乎企业效益,2024/B195.pdf#page=1:line=1
2024,B,B195,section_heading,摘要,摘要,1,2,0.66572,模拟退火@p1 -> 多目标@p3 -> ODE@p22 -> RNN@p32 -> VAR@p70,连接词=首先:7、进一步:2、由此:4、表明:4、说明:1、为了:1、从而:3、因此:1；页行中位数=51.0；段落候选中位数=3.0；图表候选=9；公式行候选=1130；标题候选=66,摘要,基于多阶段模拟仿真的生产决策问题 / 摘要 / 企业生产过程中需要考虑次品抽样、生产流程质量控制中的决策等间题。这些是关乎企业效益 / 的极具经济价值的关键难题，而其本质上是一个多阶段策略优化间题。本文综合假设检验、收益期,2024/B195.pdf#page=1:line=2
2024,B,B195,section_heading,问题重述,问题重述,2,1,0.796003,模拟退火@p1 -> 多目标@p3 -> ODE@p22 -> RNN@p32 -> VAR@p70,连接词=首先:7、进一步:2、由此:4、表明:4、说明:1、为了:1、从而:3、因此:1；页行中位数=51.0；段落候选中位数=3.0；图表候选=9；公式行候选=1130；标题候选=66,1问题重述,1问题重述 / 1.1问题背景 / 企业生产产品需要考虑许多重要因素，首先需要确保生产的零件符合质量标准，这涉及,2024/B195.pdf#page=2:line=1
2024,B,B195,section_heading,问题分析,问题分析,3,4,0.820046,模拟退火@p1 -> 多目标@p3 -> ODE@p22 -> RNN@p32 -> VAR@p70,连接词=首先:7、进一步:2、由此:4、表明:4、说明:1、为了:1、从而:3、因此:1；页行中位数=51.0；段落候选中位数=3.0；图表候选=9；公式行候选=1130；标题候选=66,2问题分析,1.2.4问题四 / 若第2、3问各工序中产品的次品率均由抽样检测方法得到，请重新完成问题2、3。 / 2问题分析 / 2.1问题一的分析 / 抽样整体差异性较小，为等概率抽样。对于等概率抽样，简单随机抽样具有较好的代表,2024/B195.pdf#page=3:line=4
2024,B,B195,section_heading,模型假设,模型假设,4,19,0.83135,模拟退火@p1 -> 多目标@p3 -> ODE@p22 -> RNN@p32 -> VAR@p70,连接词=首先:7、进一步:2、由此:4、表明:4、说明:1、为了:1、从而:3、因此:1；页行中位数=51.0；段落候选中位数=3.0；图表候选=9；公式行候选=1130；标题候选=66,3模型假设,是正品，哪些是次品了。故不能省去关键的检测步骤。（与问题三的第二个小循环的情形存在 / 差异) / 3模型假设 / （1）假设零件的次品和正品随机分布，以避免次品的集中扎堆情形。 / （2）假设半成品和产品的制作过程中，由于工艺出现次品的概率是随机的。,2024/B195.pdf#page=4:line=19
2024,B,B195,section_heading,符号说明,符号说明,5,1,0.860532,模拟退火@p1 -> 多目标@p3 -> ODE@p22 -> RNN@p32 -> VAR@p70,连接词=首先:7、进一步:2、由此:4、表明:4、说明:1、为了:1、从而:3、因此:1；页行中位数=51.0；段落候选中位数=3.0；图表候选=9；公式行候选=1130；标题候选=66,4符号说明与名词解释,4符号说明与名词解释 / 符号 / 含义,2024/B195.pdf#page=5:line=1
2024,B,B195,section_heading,模型建立,模型建立,5,23,0.85781,模拟退火@p1 -> 多目标@p3 -> ODE@p22 -> RNN@p32 -> VAR@p70,连接词=首先:7、进一步:2、由此:4、表明:4、说明:1、为了:1、从而:3、因此:1；页行中位数=51.0；段落候选中位数=3.0；图表候选=9；公式行候选=1130；标题候选=66,5模型建立与求解,检验参数或拆解参数 / 衡量指标 / 5模型建立与求解 / 5.1问题一的求解 / 企业的产品检测一般不存在非等概率现象，对于分类较少的大样本等概率检测，采用三,2024/B195.pdf#page=5:line=23
2024,B,B195,section_heading,模型求解,模型求解,1,6,0.899067,模拟退火@p1 -> 多目标@p3 -> ODE@p22 -> RNN@p32 -> VAR@p70,连接词=首先:7、进一步:2、由此:4、表明:4、说明:1、为了:1、从而:3、因此:1；页行中位数=51.0；段落候选中位数=3.0；图表候选=9；公式行候选=1130；标题候选=66,模型求解，得到了不同情况下的最优决策。,的极具经济价值的关键难题，而其本质上是一个多阶段策略优化间题。本文综合假设检验、收益期 / 望、贝叶斯理论等数理统计方法，建立多阶段优化模型，运用模拟仿真、线性模拟退火算法完成了 / 模型求解，得到了不同情况下的最优决策。 / 对于间题一（以及之后的所有间题），在计算机上进行模拟仿真。根据实际现象规律，生成一组 / 正态分布数据，并根据标准正态分布、给定的次品率得到次品的数据范围，再比较不同的抽样结果,2024/B195.pdf#page=1:line=6
2024,B,B195,section_heading,结果分析,结果分析,15,4,0.917757,模拟退火@p1 -> 多目标@p3 -> ODE@p22 -> RNN@p32 -> VAR@p70,连接词=首先:7、进一步:2、由此:4、表明:4、说明:1、为了:1、从而:3、因此:1；页行中位数=51.0；段落候选中位数=3.0；图表候选=9；公式行候选=1130；标题候选=66,5.2.9 仿真 结果 分 析,"时 对 应 一 个 调换 费用 和 一 个 环保 性 (这 两 个 指标 越 低 越 好 ), 仿真 的 目标 即 为 找到 一 个 X, 使 / 熏 利 值 尽 可 能 大 ， 调 换 费 用 和 环保 性 尽 可 能 小 。 / 5.2.9 仿真 结果 分 析 / 仿真 结果 非常 理想 ， 而 且 存在 以 下 特点 : / 1. 尽管 初始 设 定 zi、z2 的 值 可 变 ， 但 结果 值 总 取 在 0 或 1， 即 决策 1 的 四 种 情况 。",2024/B195.pdf#page=15:line=4
2024,B,B195,section_heading,模型评价,模型评价,21,16,0.906991,模拟退火@p1 -> 多目标@p3 -> ODE@p22 -> RNN@p32 -> VAR@p70,连接词=首先:7、进一步:2、由此:4、表明:4、说明:1、为了:1、从而:3、因此:1；页行中位数=51.0；段落候选中位数=3.0；图表候选=9；公式行候选=1130；标题候选=66,7 模型 优 缺 点 评价,类 似 于 最 速 粒子 群 算法 和 飞 蛾 扑 火 算法 ， 但 即使 这 两 个 算法 在 特定 情况 下 结果 比较 好 ， 情 况 / (3) 预期 在 这 两 个 算法 的 基础 上 ， 使 用 最 速 粒子 群 算法 得 到 一 个 更 好 的 快速 只 代 方法 。 / 7 模型 优 缺 点 评价 / 7.1 模型 优点 / (1) 模型 的 稳定 性 : 第 二 问 和 第 三 问 分 成 两 个 模块 ， 多 个 步骤 ， 不 需要 考虑 扰动 的 问题 ，,2024/B195.pdf#page=21:line=16
2024,B,B195,section_heading,改进方案,改进方案,21,10,0.903366,模拟退火@p1 -> 多目标@p3 -> ODE@p22 -> RNN@p32 -> VAR@p70,连接词=首先:7、进一步:2、由此:4、表明:4、说明:1、为了:1、从而:3、因此:1；页行中位数=51.0；段落候选中位数=3.0；图表候选=9；公式行候选=1130；标题候选=66,6 模型 改进,"在 0.95 置信 区 间 下 ,决策 并 未 发 生 显著 改变 ， 说 明 本 题 的 随机 抽样 不 会 对 决策 结果 、 兆 / 利润 有 较 大 影响 。 / 6 模型 改进 / (1) 问题 三 决策 变量 较 多 , 传统 的 模拟 退火 、 禁 鼠 搜索 蚁 群 算法 、 址 传 算法 等 , 效果 无 法 / 达到 预期 。",2024/B195.pdf#page=21:line=10
2024,B,B195,section_heading,参考文献,参考文献,22,11,0.925071,模拟退火@p1 -> 多目标@p3 -> ODE@p22 -> RNN@p32 -> VAR@p70,连接词=首先:7、进一步:2、由此:4、表明:4、说明:1、为了:1、从而:3、因此:1；页行中位数=51.0；段落候选中位数=3.0；图表候选=9；公式行候选=1130；标题候选=66,8 参考 文献,"(3) 生产 规模 很 小 的 情况 下 ， 决 策 不 一 定 最 好 ， 因 为 模型 建立 在 10000 套 的 基础 上 ,更 / 适用 于 常规 规模 。 / 8 参考 文献 / 参考 文献 / 目 孙 小 素 , 尚书 钰 . 计数 标准 型 一 次 抽样 检验 方案 设计 方法 探讨 。” 兼 议 GB/T 13262",2024/B195.pdf#page=22:line=11
2024,B,B196,paper_overview,,论文总览,1,1,1.0,蒙特卡洛@p1 -> 蚁群@p1 -> 遗传算法@p1,连接词=首先:5、进一步:4、由此:1、可知:7、表明:2、说明:3、验证:2、为了:10、从而:11、因此:5；页行中位数=25.5；段落候选中位数=1.0；图表候选=21；公式行候选=64；标题候选=44,基于蚁群算法与遗传算法优化的蒙特卡洛模拟在生产决策优化,基于蚁群算法与遗传算法优化的蒙特卡洛模拟在生产决策优化 / 中的应用研究 / 摘       要,2024/B196.pdf#page=1:line=1
2024,B,B196,section_heading,摘要,摘要,1,3,1.0,蒙特卡洛@p1 -> 蚁群@p1 -> 遗传算法@p1,连接词=首先:5、进一步:4、由此:1、可知:7、表明:2、说明:3、验证:2、为了:10、从而:11、因此:5；页行中位数=25.5；段落候选中位数=1.0；图表候选=21；公式行候选=64；标题候选=44,摘       要,基于蚁群算法与遗传算法优化的蒙特卡洛模拟在生产决策优化 / 中的应用研究 / 摘       要 / 在当前市场竞争愈发严峻的大环境下，企业如何在确保产品品质的前提下有效降 / 低生产成本，已成为其持续发展与立足市场的核心议题。本文以一家电子产品制造企,2024/B196.pdf#page=1:line=3
2024,B,B196,section_heading,问题重述,问题重述,2,1,1.0,蒙特卡洛@p1 -> 蚁群@p1 -> 遗传算法@p1,连接词=首先:5、进一步:4、由此:1、可知:7、表明:2、说明:3、验证:2、为了:10、从而:11、因此:5；页行中位数=25.5；段落候选中位数=1.0；图表候选=21；公式行候选=64；标题候选=44,一、 问题重述,一、 问题重述 / 随着市场竞争的日益激烈，企业如何在保证产品质量的同时控制生产成本，成为 / 其生存和发展的关键。本题以某电子产品生产企业为例，探讨了生产过程中面临的决,2024/B196.pdf#page=2:line=1
2024,B,B196,section_heading,问题分析,问题分析,2,34,1.0,蒙特卡洛@p1 -> 蚁群@p1 -> 遗传算法@p1,连接词=首先:5、进一步:4、由此:1、可知:7、表明:2、说明:3、验证:2、为了:10、从而:11、因此:5；页行中位数=25.5；段落候选中位数=1.0；图表候选=21；公式行候选=64；标题候选=44,二、 问题分析,假设问题二和问题三中零配件、半成品和成品的次品率均是通过抽样检测方法 / 得到的，重新完成问题二和问题三。 / 二、 问题分析 / 2.1 问题一的分析 / 题目要求设计检测次数尽可能少的抽样检测方案，由于未给出具体的产品数量和,2024/B196.pdf#page=2:line=34
2024,B,B196,section_heading,模型假设,模型假设,4,11,1.0,蒙特卡洛@p1 -> 蚁群@p1 -> 遗传算法@p1,连接词=首先:5、进一步:4、由此:1、可知:7、表明:2、说明:3、验证:2、为了:10、从而:11、因此:5；页行中位数=25.5；段落候选中位数=1.0；图表候选=21；公式行候选=64；标题候选=44,三、 模型假设,率的可能波动后，我们需要重新评估各种决策方案，以找到在不同信度水平下能使利 / 润最大化的策略。 / 三、 模型假设 / 1. 零件和成品只有两种状态：零件和成品只有合格品和次品两种状态，没有其 / 他中间状态，即服从二项分布。,2024/B196.pdf#page=4:line=11
2024,B,B196,section_heading,符号说明,符号说明,4,20,1.0,蒙特卡洛@p1 -> 蚁群@p1 -> 遗传算法@p1,连接词=首先:5、进一步:4、由此:1、可知:7、表明:2、说明:3、验证:2、为了:10、从而:11、因此:5；页行中位数=25.5；段落候选中位数=1.0；图表候选=21；公式行候选=64；标题候选=44,四、 符号说明,4. 算法参数：模型中涉及多个算法参数，例如蚁群算法中的信息素浓度、遗传 / 算法中的交叉概率和变异概率等，这些参数的设置需要根据实际情况进行调整。 / 四、 符号说明 / 符号                 说明                单位 / 第 i 种零件的购买数量          个,2024/B196.pdf#page=4:line=20
2024,B,B196,section_heading,模型建立,模型建立,5,1,1.0,蒙特卡洛@p1 -> 蚁群@p1 -> 遗传算法@p1,连接词=首先:5、进一步:4、由此:1、可知:7、表明:2、说明:3、验证:2、为了:10、从而:11、因此:5；页行中位数=25.5；段落候选中位数=1.0；图表候选=21；公式行候选=64；标题候选=44,五、 模型的建立与求解,五、 模型的建立与求解 / 5.1 问题一： 已知次品率的产品抽检方案分析 / 5.1.1 二项分布下的抽检方案分析,2024/B196.pdf#page=5:line=1
2024,B,B196,section_heading,模型求解,模型求解,26,17,1.0,蒙特卡洛@p1 -> 蚁群@p1 -> 遗传算法@p1,连接词=首先:5、进一步:4、由此:1、可知:7、表明:2、说明:3、验证:2、为了:10、从而:11、因此:5；页行中位数=25.5；段落候选中位数=1.0；图表候选=21；公式行候选=64；标题候选=44,介绍：使用蚁群算法求解问题二中最优决策的 python 代码,"return fitness_scores / 附录 2 / 介绍：使用蚁群算法求解问题二中最优决策的 python 代码 / # 蚁群算法主循环 / for iteration in tqdm(range(num_iterations), desc=""Ant Colony Optimization""):",2024/B196.pdf#page=26:line=17
2024,B,B196,section_heading,结果分析,结果分析,11,27,1.0,蒙特卡洛@p1 -> 蚁群@p1 -> 遗传算法@p1,连接词=首先:5、进一步:4、由此:1、可知:7、表明:2、说明:3、验证:2、为了:10、从而:11、因此:5；页行中位数=25.5；段落候选中位数=1.0；图表候选=21；公式行候选=64；标题候选=44,5.2.5 结果分析,现了对解空间的广泛探索与局部深入挖掘的平衡。这种平衡使得算法能够在面对具有 / 高维度、多局部最优解的复杂优化问题时，有效地收敛至近似最优解。 / 5.2.5 结果分析 / 将具体情况带入基于蚁群算法优化的蒙特卡洛模拟，提取出每种情况结果的利润 / 最高的前十个决策，我们得到以下热图 ：,2024/B196.pdf#page=11:line=27
2024,B,B196,section_heading,模型评价,模型评价,23,3,1.0,蒙特卡洛@p1 -> 蚁群@p1 -> 遗传算法@p1,连接词=首先:5、进一步:4、由此:1、可知:7、表明:2、说明:3、验证:2、为了:10、从而:11、因此:5；页行中位数=25.5；段落候选中位数=1.0；图表候选=21；公式行候选=64；标题候选=44,六、 模型的评价及推广,定的可观利润，可以在保证高利润的同时一定程度上规避过多的调度损失所带来的亏 / 损风险。 / 六、 模型的评价及推广 / 6.1 模型的优点 / （1）综合分析： 模型涵盖了生产过程中的多个关键环节，包括零件检测、装配、,2024/B196.pdf#page=23:line=3
2024,B,B196,section_heading,参考文献,参考文献,24,1,1.0,蒙特卡洛@p1 -> 蚁群@p1 -> 遗传算法@p1,连接词=首先:5、进一步:4、由此:1、可知:7、表明:2、说明:3、验证:2、为了:10、从而:11、因此:5；页行中位数=25.5；段落候选中位数=1.0；图表候选=21；公式行候选=64；标题候选=44,七、 参考文献,"七、 参考文献 / [1] 马 凤 鸣 , 王 忠 礼 . 假 设 检 验 方 法 分 析 及 应 用 [J]. 长 春 大 学 学 / 报,2012,22(02):188-192+196.",2024/B196.pdf#page=24:line=1
2024,B,B196,section_heading,附录,附录,25,1,1.0,蒙特卡洛@p1 -> 蚁群@p1 -> 遗传算法@p1,连接词=首先:5、进一步:4、由此:1、可知:7、表明:2、说明:3、验证:2、为了:10、从而:11、因此:5；页行中位数=25.5；段落候选中位数=1.0；图表候选=21；公式行候选=64；标题候选=44,附录,附录 / 附录 1 / 介绍：蒙特卡洛模拟函数的相关 python 代码,2024/B196.pdf#page=25:line=1
2024,C,C038,paper_overview,,论文总览,1,1,0.944808,VAR@p1 -> 遗传算法@p1 -> ODE@p45,连接词=首先:19、进一步:18、可知:3、表明:23、说明:2、验证:6、相比:1、为了:1、从而:3、因此:16；页行中位数=38；段落候选中位数=7；图表候选=25；公式行候选=259；标题候选=91,基于差分遗传算法的农作物种植策略优化,基于差分遗传算法的农作物种植策略优化 / 摘要 / 随着农业生产的不断发展，优化种植策略以应对复杂的耕作条件和限制变得尤为,2024/C038.pdf#page=1:line=1
2024,C,C038,section_heading,摘要,摘要,1,2,0.663597,VAR@p1 -> 遗传算法@p1 -> ODE@p45,连接词=首先:19、进一步:18、可知:3、表明:23、说明:2、验证:6、相比:1、为了:1、从而:3、因此:16；页行中位数=38；段落候选中位数=7；图表候选=25；公式行候选=259；标题候选=91,摘要,基于差分遗传算法的农作物种植策略优化 / 摘要 / 随着农业生产的不断发展，优化种植策略以应对复杂的耕作条件和限制变得尤为 / 重要。为此，本文基于华北山区某乡村的露关和大棚耕地面积、农作物种类及种植季,2024/C038.pdf#page=1:line=2
2024,C,C038,section_heading,问题重述,问题重述,2,1,0.853608,VAR@p1 -> 遗传算法@p1 -> ODE@p45,连接词=首先:19、进一步:18、可知:3、表明:23、说明:2、验证:6、相比:1、为了:1、从而:3、因此:16；页行中位数=38；段落候选中位数=7；图表候选=25；公式行候选=259；标题候选=91,一、问题重述,一、问题重述 / 本节旨在提取题目中的关键信息，全面概括有限耕地上农作物种植策略的问 / 题背景，并明确求解华北山区某乡村2024~2030年农作物最优种植方案的要求，,2024/C038.pdf#page=2:line=1
2024,C,C038,section_heading,问题分析,问题分析,4,79,0.820385,VAR@p1 -> 遗传算法@p1 -> ODE@p45,连接词=首先:19、进一步:18、可知:3、表明:23、说明:2、验证:6、相比:1、为了:1、从而:3、因此:16；页行中位数=38；段落候选中位数=7；图表候选=25；公式行候选=259；标题候选=91,4.1问题分析,年的种植方案。最后，进一步绘制2024~2030年各年度利润折线图和累计利润收 / 敛曲线，分析滞销与50%降价情境下的总利润最大化情况。 / 4.1问题分析 / 问题一的核心在于利用附件1和附件2中的数据，假设未来各类农作物的预 / 期销售量、种植成本、亩产量及销售价格均与2023年保持一致，每季种植的农,2024/C038.pdf#page=4:line=79
2024,C,C038,section_heading,模型假设,模型假设,3,52,0.828267,VAR@p1 -> 遗传算法@p1 -> ODE@p45,连接词=首先:19、进一步:18、可知:3、表明:23、说明:2、验证:6、相比:1、为了:1、从而:3、因此:16；页行中位数=38；段落候选中位数=7；图表候选=25；公式行候选=259；标题候选=91,二、模型假设,结巢比股分析 / 总体思路框架 / 二、模型假设 / 1.不考虑突发情况（如自然灾害等）对农作物种植的影响。 / 2.假设农作物之间的可替代性和互补性关系可以进行量化。,2024/C038.pdf#page=3:line=52
2024,C,C038,section_heading,符号说明,符号说明,4,1,0.742355,VAR@p1 -> 遗传算法@p1 -> ODE@p45,连接词=首先:19、进一步:18、可知:3、表明:23、说明:2、验证:6、相比:1、为了:1、从而:3、因此:16；页行中位数=38；段落候选中位数=7；图表候选=25；公式行候选=259；标题候选=91,三、符号说明,三、符号说明 / 本节将文中使用到的相关数据符号进行说明。 / 符号,2024/C038.pdf#page=4:line=1
2024,C,C038,section_heading,模型建立,模型建立,3,27,0.648979,VAR@p1 -> 遗传算法@p1 -> ODE@p45,连接词=首先:19、进一步:18、可知:3、表明:23、说明:2、验证:6、相比:1、为了:1、从而:3、因此:16；页行中位数=38；段落候选中位数=7；图表候选=25；公式行候选=259；标题候选=91,同题二模型建立,引入CVaR的 / DEGA斯法术解 / 同题二模型建立 / DEGA静法求解 / 同题一模型建立,2024/C038.pdf#page=3:line=27
2024,C,C038,section_heading,模型求解,模型求解,5,32,0.784609,VAR@p1 -> 遗传算法@p1 -> ODE@p45,连接词=首先:19、进一步:18、可知:3、表明:23、说明:2、验证:6、相比:1、为了:1、从而:3、因此:16；页行中位数=38；段落候选中位数=7；图表候选=25；公式行候选=259；标题候选=91,遇传算法求解,种植策略优化模型 / 基于差分进化的 / 遇传算法求解 / 图2间题一的思维框架 / 4.2数据预处理,2024/C038.pdf#page=5:line=32
2024,C,C038,section_heading,结果分析,结果分析,29,3,0.938888,VAR@p1 -> 遗传算法@p1 -> ODE@p45,连接词=首先:19、进一步:18、可知:3、表明:23、说明:2、验证:6、相比:1、为了:1、从而:3、因此:16；页行中位数=38；段落候选中位数=7；图表候选=25；公式行候选=259；标题候选=91,"求解 结果 为 全 局 最 优 和 解 , 即 一 个 适用 于 所 有 情景 的 最 佳 种 植 方案 ,确保 了 整体 策","化 极端 不 利 情 境 下 的 损失 。 在 此 过 程 中 , 模型 对 各 情景 下 的 收益 与 损失 进行 综合 / 评估 , 确保 在 大 多 数 情境 下 实现 高 收益 , 同时 有 效 控制 最 坏 情 况 下 的 损失 。 最 终 ， / 求解 结果 为 全 局 最 优 和 解 , 即 一 个 适用 于 所 有 情景 的 最 佳 种 植 方案 ,确保 了 整体 策 / 略 的 稳健 性 和 可 行 性 。CVaR 种 植 策 略 优化 模型 的 求解 步骤 如 下 : / Step 1 确定 置信 水 平 : 设 定 一 个 95% 的 置信 水 平 ， 用 于 确定 在 该 水 平 下 可",2024/C038.pdf#page=29:line=3
2024,C,C038,section_heading,灵敏度分析,灵敏度分析,1,38,0.904751,VAR@p1 -> 遗传算法@p1 -> ODE@p45,连接词=首先:19、进一步:18、可知:3、表明:23、说明:2、验证:6、相比:1、为了:1、从而:3、因此:16；页行中位数=38；段落候选中位数=7；图表候选=25；公式行候选=259；标题候选=91,型进行灵敏度分析，考虑所有不确定性因素后的总利润与问题三中的利润差距极小，,21799420.9元。 / 最后，针对考虑相关性因素的CVaR种植策略优化模型，本文通过鲁棒优化对模 / 型进行灵敏度分析，考虑所有不确定性因素后的总利润与问题三中的利润差距极小， / 表明模型具有较强的稳健性。此外，本文还通过动态调参，发现预期销售量、亩产量、 / 销售价格和种植成本的波动对总利润影响较小，进一步验证了模型的抗风险能力。,2024/C038.pdf#page=1:line=38
2024,C,C038,section_heading,模型评价,模型评价,44,12,0.96637,VAR@p1 -> 遗传算法@p1 -> ODE@p45,连接词=首先:19、进一步:18、可知:3、表明:23、说明:2、验证:6、相比:1、为了:1、从而:3、因此:16；页行中位数=38；段落候选中位数=7；图表候选=25；公式行候选=259；标题候选=91,八 、 模 型 的 评价 与 推广,"在 面 对 不 同 风险 因素 时 的 抗 风 险 能 力 。 这 些 分 析 结 果 表 明 ,， 模 型 不 仅 在 极端 条 件 / 下 表现 出 优良 的 稳定 性 ， 而 且 在 实际 应 用 中 也 具备 较 强 的 适应 性 和 可 靠 性 。 / 八 、 模 型 的 评价 与 推广 / 本 节 将 对 所 构建 的 农作物 种 植 策略 优化 模型 进行 全 面 评价 , 重点 评估 其 在 实 / 际 应 用 中 的 有 效 人 性 , 并 探讨 各 模型 的 优 缺 点 , 为 进一步 优化 和 改进 模型 提供 依据 。",2024/C038.pdf#page=44:line=12
2024,C,C038,section_heading,参考文献,参考文献,45,1,0.744352,VAR@p1 -> 遗传算法@p1 -> ODE@p45,连接词=首先:19、进一步:18、可知:3、表明:23、说明:2、验证:6、相比:1、为了:1、从而:3、因此:16；页行中位数=38；段落候选中位数=7；图表候选=25；公式行候选=259；标题候选=91,参考文献,"参考文献 / [1]Prasad K K,Ghosh A.A Genetic Algorithm Approach to Optimal Asset Allocation / of DefinedContributionPensionFunds:EvidenceFrom India's National Pension",2024/C038.pdf#page=45:line=1
2024,C,C038,section_heading,附录,附录,46,1,0.958782,VAR@p1 -> 遗传算法@p1 -> ODE@p45,连接词=首先:19、进一步:18、可知:3、表明:23、说明:2、验证:6、相比:1、为了:1、从而:3、因此:16；页行中位数=38；段落候选中位数=7；图表候选=25；公式行候选=259；标题候选=91,附录,附录 / 附录 1 2023 年 各 季 次 农作物 实际 产量 的 表格 ose ese eesneesnsccnseessecsseessesssessnessseense 46 / 附录 2 ”考虑 不 确定 性 因素 的 最 优 种 植 方案 的 可 视 化 结果 .pp 47,2024/C038.pdf#page=46:line=1
2024,C,C063,paper_overview,,论文总览,1,1,0.898566,0-1@p1 -> 线性规划@p4 -> VAR@p14 -> ODE@p37,连接词=首先:9、其次:3、进一步:2、表明:2、说明:4、为了:2、从而:2、因此:1；页行中位数=38；段落候选中位数=7；图表候选=17；公式行候选=229；标题候选=335,基于优化算法的农作物最优种植模型,基于优化算法的农作物最优种植模型 / 摘要 / 充分利用有限的耕地资源，发展有机种植产业，对乡村经济的可持续发展具有重,2024/C063.pdf#page=1:line=1
2024,C,C063,section_heading,摘要,摘要,1,2,0.664034,0-1@p1 -> 线性规划@p4 -> VAR@p14 -> ODE@p37,连接词=首先:9、其次:3、进一步:2、表明:2、说明:4、为了:2、从而:2、因此:1；页行中位数=38；段落候选中位数=7；图表候选=17；公式行候选=229；标题候选=335,摘要,基于优化算法的农作物最优种植模型 / 摘要 / 充分利用有限的耕地资源，发展有机种植产业，对乡村经济的可持续发展具有重 / 要的现实意义。本文基于题目给定的数据信息，针对农作物种植与销售的不同变化趋,2024/C063.pdf#page=1:line=2
2024,C,C063,section_heading,问题重述,问题重述,2,7,0.771193,0-1@p1 -> 线性规划@p4 -> VAR@p14 -> ODE@p37,连接词=首先:9、其次:3、进一步:2、表明:2、说明:4、为了:2、从而:2、因此:1；页行中位数=38；段落候选中位数=7；图表候选=17；公式行候选=229；标题候选=335,二、 问题重述,植一季作物，这使得如何合理规划种植策略，提高土地利用效率和农业生产力成为了 / 一个关键问题。 / 二、 问题重述 / 2.1问题背景 / 解决好三农问题不仅对乡村经济的可持续发展具有重要的现实意义，更关乎人民,2024/C063.pdf#page=2:line=7
2024,C,C063,section_heading,问题分析,问题分析,3,5,0.772247,0-1@p1 -> 线性规划@p4 -> VAR@p14 -> ODE@p37,连接词=首先:9、其次:3、进一步:2、表明:2、说明:4、为了:2、从而:2、因此:1；页行中位数=38；段落候选中位数=7；图表候选=17；公式行候选=229；标题候选=335,三、问题分析,因素，建立数学模型，针对模拟数据制定20242030年农作物最佳种植方案使效益最 / 大化，并与问题2的结果作比较分析。 / 三、问题分析 / 3.1问题一的分析 / 问题一是一个典型的资源优化问题，要求在有限的种植面积、农作物种植特性参,2024/C063.pdf#page=3:line=5
